TIME   ,GSR ,EDA_Filtered,EDA_Phasic,EDA_Tonic
52:18.4,0.13,0.13        ,0.18      ,-0.01
52:18.4,0.13,0.13        ,0.18      ,-0.01
52:18.4,0.13,0.13        ,0.18      ,-0.01
52:18.4,0.13,0.13        ,0.18      ,-0.01
52:18.4,0.13,0.13        ,0.18      ,-0.01
52:18.4,0.13,0.13        ,0.18      ,-0.01
52:18.4,0.13,0.13        ,0.18      ,-0.01
52:18.4,0.13,0.13        ,0.18      ,-0.01
52:18.5,0.13,0.13        ,0.18      ,-0.01
52:18.5,0.13,0.13        ,0.18      ,-0.01
52:18.5,0.13,0.13        ,0.18      ,-0.01
52:18.5,0.13,0.13        ,0.18      ,-0.01
52:18.5,0.13,0.13        ,0.18      ,-0.01
52:18.5,0.13,0.13        ,0.18      ,-0.01
52:18.5,0.13,0.13        ,0.18      ,-0.01
52:18.5,0.13,0.13        ,0.18      ,-0.01
52:18.5,0.13,0.13        ,0.17      ,-0.02
52:18.5,0.13,0.13        ,0.17      ,-0.02
52:18.5,0.13,0.13        ,0.17      ,-0.02
52:18.5,0.13,0.13        ,0.17      ,-0.02
52:18.5,0.13,0.13        ,0.17      ,-0.02
52:18.6,0.13,0.13        ,0.17      ,-0.02
52:18.6,0.13,0.13        ,0.17      ,-0.02
52:18.6,0.13,0.13        ,0.17      ,-0.02
52:18.6,0.13,0.13        ,0.17      ,-0.02
52:18.6,0.13,0.13        ,0.17      ,-0.02
52:18.6,0.13,0.13        ,0.17      ,-0.02
52:18.6,0.13,0.13        ,0.17      ,-0.02
52:18.6,0.13,0.13        ,0.17      ,-0.02
52:18.6,0.13,0.13        ,0.17      ,-0.02
52:18.6,0.13,0.13        ,0.17      ,-0.02
52:18.6,0.13,0.13        ,0.17      ,-0.02
52:18.6,0.13,0.13        ,0.17      ,-0.02
52:18.6,0.13,0.13        ,0.17      ,-0.02
52:18.7,0.13,0.13        ,0.17      ,-0.02
52:18.7,0.13,0.13        ,0.17      ,-0.02
52:18.7,0.13,0.13        ,0.17      ,-0.02
52:18.7,0.13,0.13        ,0.17      ,-0.02
52:18.7,0.13,0.13        ,0.17      ,-0.02
52:18.7,0.13,0.13        ,0.16      ,-0.02
52:18.7,0.13,0.13        ,0.16      ,-0.02
52:18.7,0.13,0.13        ,0.16      ,-0.02
52:18.7,0.13,0.13        ,0.16      ,-0.02
52:18.7,0.13,0.13        ,0.16      ,-0.02
52:18.7,0.13,0.13        ,0.16      ,-0.02
52:18.7,0.13,0.13        ,0.16      ,-0.02
52:18.8,0.13,0.13        ,0.16      ,-0.02
52:18.8,0.13,0.13        ,0.16      ,-0.02
52:18.8,0.13,0.13        ,0.16      ,-0.02
52:18.8,0.13,0.13        ,0.16      ,-0.02
52:18.8,0.13,0.13        ,0.16      ,-0.02
52:18.8,0.13,0.13        ,0.16      ,-0.02
52:18.8,0.13,0.13        ,0.16      ,-0.02
52:18.8,0.13,0.13        ,0.16      ,-0.02
52:18.8,0.13,0.13        ,0.16      ,-0.02
52:18.8,0.13,0.13        ,0.16      ,-0.02
52:18.8,0.13,0.13        ,0.16      ,-0.02
52:18.8,0.13,0.13        ,0.16      ,-0.02
52:18.8,0.13,0.13        ,0.16      ,-0.02
52:18.9,0.13,0.13        ,0.16      ,-0.02
52:18.9,0.13,0.13        ,0.16      ,-0.02
52:18.9,0.13,0.13        ,0.16      ,-0.02
52:18.9,0.13,0.13        ,0.15      ,-0.02
52:18.9,0.13,0.13        ,0.15      ,-0.02
52:18.9,0.13,0.13        ,0.15      ,-0.02
52:18.9,0.13,0.13        ,0.15      ,-0.02
52:18.9,0.13,0.13        ,0.15      ,-0.02
52:18.9,0.13,0.13        ,0.15      ,-0.03
52:18.9,0.13,0.13        ,0.15      ,-0.03
52:18.9,0.13,0.13        ,0.15      ,-0.03
52:18.9,0.13,0.13        ,0.15      ,-0.03
52:18.9,0.13,0.13        ,0.15      ,-0.03
52:19.0,0.13,0.13        ,0.15      ,-0.03
52:19.0,0.13,0.13        ,0.15      ,-0.03
52:19.0,0.13,0.13        ,0.15      ,-0.03
52:19.0,0.13,0.13        ,0.15      ,-0.03
52:19.0,0.13,0.13        ,0.15      ,-0.03
52:19.0,0.13,0.13        ,0.15      ,-0.03
52:19.0,0.13,0.13        ,0.15      ,-0.03
52:19.0,0.13,0.13        ,0.15      ,-0.03
52:19.0,0.13,0.13        ,0.15      ,-0.03
52:19.0,0.13,0.13        ,0.15      ,-0.03
52:19.0,0.13,0.13        ,0.15      ,-0.03
52:19.0,0.13,0.13        ,0.15      ,-0.03
52:19.0,0.13,0.13        ,0.15      ,-0.03
52:19.1,0.13,0.13        ,0.14      ,-0.03
52:19.1,0.13,0.13        ,0.14      ,-0.03
52:19.1,0.13,0.13        ,0.14      ,-0.03
52:19.1,0.13,0.13        ,0.14      ,-0.03
52:19.1,0.13,0.13        ,0.14      ,-0.03
52:19.1,0.13,0.13        ,0.14      ,-0.03
52:19.1,0.13,0.13        ,0.14      ,-0.03
52:19.1,0.13,0.13        ,0.14      ,-0.03
52:19.1,0.13,0.13        ,0.14      ,-0.03
52:19.1,0.13,0.13        ,0.14      ,-0.03
52:19.1,0.13,0.13        ,0.14      ,-0.03
52:19.1,0.13,0.13        ,0.14      ,-0.03
52:19.1,0.13,0.13        ,0.14      ,-0.03
52:19.2,0.13,0.13        ,0.14      ,-0.03
52:19.2,0.13,0.13        ,0.14      ,-0.03
52:19.2,0.13,0.13        ,0.14      ,-0.03
52:19.2,0.13,0.13        ,0.14      ,-0.03
52:19.2,0.13,0.13        ,0.14      ,-0.03
52:19.2,0.13,0.13        ,0.14      ,-0.03
52:19.2,0.13,0.13        ,0.14      ,-0.03
52:19.2,0.13,0.13        ,0.14      ,-0.03
52:19.2,0.13,0.13        ,0.14      ,-0.03
52:19.2,0.13,0.13        ,0.14      ,-0.03
52:19.2,0.13,0.13        ,0.13      ,-0.04
52:19.2,0.13,0.13        ,0.13      ,-0.04
52:19.3,0.13,0.13        ,0.14      ,-0.04
52:19.3,0.13,0.13        ,0.14      ,-0.04
52:19.3,0.13,0.13        ,0.14      ,-0.04
52:19.3,0.13,0.13        ,0.14      ,-0.04
52:19.3,0.13,0.13        ,0.14      ,-0.04
52:19.3,0.13,0.13        ,0.14      ,-0.04
52:19.3,0.13,0.13        ,0.14      ,-0.04
52:19.3,0.13,0.13        ,0.14      ,-0.04
52:19.3,0.13,0.13        ,0.14      ,-0.04
52:19.3,0.13,0.13        ,0.14      ,-0.04
52:19.3,0.13,0.13        ,0.14      ,-0.04
52:19.3,0.13,0.13        ,0.14      ,-0.04
52:19.3,0.13,0.13        ,0.14      ,-0.04
52:19.4,0.13,0.13        ,0.14      ,-0.04
52:19.4,0.13,0.13        ,0.14      ,-0.04
52:19.4,0.13,0.13        ,0.14      ,-0.04
52:19.4,0.13,0.13        ,0.14      ,-0.04
52:19.4,0.13,0.13        ,0.14      ,-0.04
52:19.4,0.13,0.13        ,0.14      ,-0.04
52:19.4,0.13,0.13        ,0.14      ,-0.04
52:19.4,0.13,0.13        ,0.14      ,-0.04
52:19.4,0.13,0.13        ,0.14      ,-0.04
52:19.4,0.13,0.13        ,0.14      ,-0.04
52:19.4,0.13,0.13        ,0.14      ,-0.04
52:19.4,0.13,0.13        ,0.14      ,-0.04
52:19.4,0.13,0.13        ,0.14      ,-0.04
52:19.5,0.13,0.13        ,0.14      ,-0.04
52:19.5,0.13,0.13        ,0.14      ,-0.04
52:19.5,0.13,0.13        ,0.14      ,-0.04
52:19.5,0.13,0.13        ,0.14      ,-0.04
52:19.5,0.13,0.13        ,0.14      ,-0.04
52:19.5,0.13,0.13        ,0.14      ,-0.04
52:19.5,0.13,0.13        ,0.14      ,-0.04
52:19.5,0.13,0.13        ,0.14      ,-0.04
52:19.5,0.13,0.13        ,0.14      ,-0.04
52:19.5,0.13,0.13        ,0.14      ,-0.05
52:19.5,0.13,0.13        ,0.15      ,-0.05
52:19.5,0.13,0.13        ,0.15      ,-0.05
52:19.5,0.13,0.13        ,0.15      ,-0.05
52:19.6,0.13,0.13        ,0.15      ,-0.05
52:19.6,0.13,0.13        ,0.15      ,-0.05
52:19.6,0.13,0.13        ,0.15      ,-0.05
52:19.6,0.13,0.13        ,0.15      ,-0.05
52:19.6,0.13,0.13        ,0.15      ,-0.05
52:19.6,0.13,0.13        ,0.15      ,-0.05
52:19.6,0.13,0.13        ,0.15      ,-0.05
52:19.6,0.13,0.13        ,0.15      ,-0.05
52:19.6,0.13,0.13        ,0.15      ,-0.05
52:19.6,0.13,0.13        ,0.15      ,-0.05
52:19.6,0.13,0.13        ,0.15      ,-0.05
52:19.6,0.13,0.13        ,0.15      ,-0.05
52:19.6,0.13,0.13        ,0.15      ,-0.05
52:19.7,0.13,0.13        ,0.15      ,-0.05
52:19.7,0.13,0.13        ,0.15      ,-0.05
52:19.7,0.13,0.13        ,0.15      ,-0.05
52:19.7,0.13,0.13        ,0.15      ,-0.05
52:19.7,0.13,0.13        ,0.15      ,-0.05
52:19.7,0.13,0.13        ,0.15      ,-0.05
52:19.7,0.13,0.13        ,0.15      ,-0.05
52:19.7,0.13,0.13        ,0.15      ,-0.05
52:19.7,0.13,0.13        ,0.15      ,-0.05
52:19.7,0.13,0.13        ,0.15      ,-0.05
52:19.7,0.13,0.13        ,0.15      ,-0.05
52:19.7,0.13,0.13        ,0.15      ,-0.05
52:19.8,0.13,0.13        ,0.15      ,-0.05
52:19.8,0.13,0.13        ,0.15      ,-0.05
52:19.8,0.13,0.13        ,0.15      ,-0.05
52:19.8,0.13,0.13        ,0.15      ,-0.05
52:19.8,0.13,0.13        ,0.15      ,-0.06
52:19.8,0.13,0.13        ,0.16      ,-0.06
52:19.8,0.13,0.13        ,0.16      ,-0.06
52:19.8,0.13,0.13        ,0.16      ,-0.06
52:19.8,0.13,0.13        ,0.16      ,-0.06
52:19.8,0.13,0.13        ,0.16      ,-0.06
52:19.8,0.13,0.13        ,0.16      ,-0.06
52:19.8,0.13,0.13        ,0.16      ,-0.06
52:19.8,0.13,0.13        ,0.16      ,-0.06
52:19.9,0.13,0.13        ,0.16      ,-0.06
52:19.9,0.13,0.13        ,0.16      ,-0.06
52:19.9,0.13,0.13        ,0.16      ,-0.06
52:19.9,0.13,0.13        ,0.16      ,-0.06
52:19.9,0.13,0.13        ,0.16      ,-0.06
52:19.9,0.13,0.13        ,0.16      ,-0.06
52:19.9,0.13,0.13        ,0.16      ,-0.06
52:19.9,0.13,0.13        ,0.16      ,-0.06
52:19.9,0.13,0.13        ,0.16      ,-0.06
52:19.9,0.13,0.13        ,0.16      ,-0.06
52:19.9,0.13,0.13        ,0.16      ,-0.06
52:19.9,0.13,0.13        ,0.16      ,-0.06
52:19.9,0.13,0.13        ,0.16      ,-0.06
52:20.0,0.13,0.13        ,0.16      ,-0.06
52:20.0,0.13,0.13        ,0.16      ,-0.06
52:20.0,0.13,0.13        ,0.16      ,-0.06
52:20.0,0.13,0.13        ,0.16      ,-0.06
52:20.0,0.13,0.13        ,0.16      ,-0.06
52:20.0,0.13,0.13        ,0.16      ,-0.06
52:20.0,0.13,0.13        ,0.16      ,-0.06
52:20.0,0.13,0.13        ,0.16      ,-0.06
52:20.0,0.13,0.13        ,0.16      ,-0.06
52:20.0,0.13,0.13        ,0.16      ,-0.07
52:20.0,0.13,0.13        ,0.17      ,-0.07
52:20.0,0.13,0.13        ,0.17      ,-0.07
52:20.0,0.13,0.13        ,0.17      ,-0.07
52:20.1,0.13,0.13        ,0.17      ,-0.07
52:20.1,0.13,0.13        ,0.17      ,-0.07
52:20.1,0.13,0.13        ,0.17      ,-0.07
52:20.1,0.13,0.13        ,0.17      ,-0.07
52:20.1,0.13,0.13        ,0.17      ,-0.07
52:20.1,0.13,0.13        ,0.17      ,-0.07
52:20.1,0.13,0.13        ,0.17      ,-0.07
52:20.1,0.13,0.13        ,0.17      ,-0.07
52:20.1,0.13,0.13        ,0.17      ,-0.07
52:20.1,0.13,0.13        ,0.17      ,-0.07
52:20.1,0.13,0.13        ,0.17      ,-0.07
52:20.1,0.13,0.13        ,0.17      ,-0.07
52:20.1,0.13,0.13        ,0.17      ,-0.07
52:20.2,0.13,0.13        ,0.17      ,-0.07
52:20.2,0.13,0.13        ,0.17      ,-0.07
52:20.2,0.13,0.13        ,0.17      ,-0.07
52:20.2,0.13,0.13        ,0.17      ,-0.07
52:20.2,0.13,0.13        ,0.17      ,-0.07
52:20.2,0.13,0.13        ,0.17      ,-0.07
52:20.2,0.13,0.13        ,0.17      ,-0.07
52:20.2,0.13,0.13        ,0.17      ,-0.07
52:20.2,0.13,0.13        ,0.17      ,-0.07
52:20.2,0.13,0.13        ,0.17      ,-0.07
52:20.2,0.13,0.13        ,0.17      ,-0.07
52:20.2,0.13,0.13        ,0.17      ,-0.07
52:20.3,0.13,0.13        ,0.17      ,-0.08
52:20.3,0.13,0.13        ,0.18      ,-0.08
52:20.3,0.13,0.13        ,0.18      ,-0.08
52:20.3,0.13,0.13        ,0.18      ,-0.08
52:20.3,0.13,0.13        ,0.18      ,-0.08
52:20.3,0.13,0.13        ,0.18      ,-0.08
52:20.3,0.13,0.13        ,0.18      ,-0.08
52:20.3,0.13,0.13        ,0.18      ,-0.08
52:20.3,0.13,0.13        ,0.18      ,-0.08
52:20.3,0.13,0.13        ,0.18      ,-0.08
52:20.3,0.13,0.13        ,0.18      ,-0.08
52:20.3,0.13,0.13        ,0.18      ,-0.08
52:20.3,0.13,0.13        ,0.18      ,-0.08
52:20.4,0.13,0.13        ,0.18      ,-0.08
52:20.4,0.13,0.13        ,0.18      ,-0.08
52:20.4,0.13,0.13        ,0.18      ,-0.08
52:20.4,0.13,0.13        ,0.18      ,-0.08
52:20.4,0.13,0.13        ,0.18      ,-0.08
52:20.4,0.13,0.13        ,0.18      ,-0.08
52:20.4,0.13,0.13        ,0.18      ,-0.08
52:20.4,0.13,0.13        ,0.18      ,-0.08
52:20.4,0.13,0.13        ,0.18      ,-0.08
52:20.4,0.13,0.13        ,0.18      ,-0.08
52:20.4,0.13,0.13        ,0.18      ,-0.08
52:20.4,0.13,0.13        ,0.18      ,-0.08
52:20.4,0.13,0.13        ,0.18      ,-0.08
52:20.5,0.13,0.13        ,0.18      ,-0.08
52:20.5,0.13,0.13        ,0.18      ,-0.08
52:20.5,0.13,0.13        ,0.18      ,-0.09
52:20.5,0.13,0.13        ,0.19      ,-0.09
52:20.5,0.13,0.13        ,0.19      ,-0.09
52:20.5,0.13,0.13        ,0.19      ,-0.09
52:20.5,0.13,0.13        ,0.19      ,-0.09
52:20.5,0.13,0.13        ,0.19      ,-0.09
52:20.5,0.13,0.13        ,0.19      ,-0.09
52:20.5,0.13,0.13        ,0.19      ,-0.09
52:20.5,0.13,0.13        ,0.19      ,-0.09
52:20.5,0.13,0.13        ,0.19      ,-0.09
52:20.5,0.13,0.13        ,0.19      ,-0.09
52:20.6,0.13,0.13        ,0.19      ,-0.09
52:20.6,0.13,0.13        ,0.19      ,-0.09
52:20.6,0.13,0.13        ,0.19      ,-0.09
52:20.6,0.13,0.13        ,0.19      ,-0.09
52:20.6,0.13,0.13        ,0.19      ,-0.09
52:20.6,0.13,0.13        ,0.19      ,-0.09
52:20.6,0.13,0.13        ,0.19      ,-0.09
52:20.6,0.13,0.13        ,0.19      ,-0.09
52:20.6,0.13,0.13        ,0.19      ,-0.09
52:20.6,0.13,0.13        ,0.19      ,-0.09
52:20.6,0.13,0.13        ,0.19      ,-0.09
52:20.6,0.13,0.13        ,0.19      ,-0.09
52:20.6,0.13,0.13        ,0.19      ,-0.09
52:20.7,0.13,0.13        ,0.19      ,-0.09
52:20.7,0.13,0.13        ,0.19      ,-0.09
52:20.7,0.13,0.13        ,0.19      ,-0.09
52:20.7,0.13,0.13        ,0.19      ,-0.1
52:20.7,0.13,0.13        ,0.19      ,-0.1
52:20.7,0.13,0.13        ,0.2       ,-0.1
52:20.7,0.13,0.13        ,0.2       ,-0.1
52:20.7,0.13,0.13        ,0.2       ,-0.1
52:20.7,0.13,0.13        ,0.2       ,-0.1
52:20.7,0.13,0.13        ,0.2       ,-0.1
52:20.7,0.13,0.13        ,0.2       ,-0.1
52:20.7,0.13,0.13        ,0.2       ,-0.1
52:20.8,0.13,0.13        ,0.2       ,-0.1
52:20.8,0.13,0.13        ,0.2       ,-0.1
52:20.8,0.13,0.13        ,0.2       ,-0.1
52:20.8,0.13,0.13        ,0.2       ,-0.1
52:20.8,0.13,0.13        ,0.2       ,-0.1
52:20.8,0.13,0.13        ,0.2       ,-0.1
52:20.8,0.13,0.13        ,0.2       ,-0.1
52:20.8,0.13,0.13        ,0.2       ,-0.1
52:20.8,0.13,0.13        ,0.2       ,-0.1
52:20.8,0.13,0.13        ,0.2       ,-0.1
52:20.8,0.13,0.13        ,0.2       ,-0.1
52:20.8,0.13,0.13        ,0.2       ,-0.1
52:20.8,0.13,0.13        ,0.2       ,-0.1
52:20.9,0.13,0.13        ,0.2       ,-0.1
52:20.9,0.13,0.13        ,0.2       ,-0.1
52:20.9,0.13,0.13        ,0.2       ,-0.1
52:20.9,0.13,0.13        ,0.2       ,-0.1
52:20.9,0.13,0.13        ,0.2       ,-0.1
52:20.9,0.13,0.13        ,0.2       ,-0.11
52:20.9,0.13,0.13        ,0.21      ,-0.11
52:20.9,0.13,0.13        ,0.21      ,-0.11
52:20.9,0.13,0.13        ,0.21      ,-0.11
52:20.9,0.13,0.13        ,0.21      ,-0.11
52:20.9,0.13,0.13        ,0.21      ,-0.11
52:20.9,0.13,0.13        ,0.21      ,-0.11
52:20.9,0.13,0.13        ,0.21      ,-0.11
52:21.0,0.13,0.13        ,0.21      ,-0.11
52:21.0,0.13,0.13        ,0.21      ,-0.11
52:21.0,0.13,0.13        ,0.21      ,-0.11
52:21.0,0.13,0.13        ,0.21      ,-0.11
52:21.0,0.13,0.13        ,0.21      ,-0.11
52:21.0,0.13,0.13        ,0.21      ,-0.11
52:21.0,0.13,0.13        ,0.21      ,-0.11
52:21.0,0.13,0.13        ,0.21      ,-0.11
52:21.0,0.13,0.13        ,0.21      ,-0.11
52:21.0,0.13,0.13        ,0.21      ,-0.11
52:21.0,0.13,0.13        ,0.21      ,-0.11
52:21.0,0.13,0.13        ,0.21      ,-0.11
52:21.0,0.13,0.13        ,0.21      ,-0.11
52:21.1,0.13,0.13        ,0.21      ,-0.11
52:21.1,0.13,0.13        ,0.21      ,-0.11
52:21.1,0.13,0.13        ,0.21      ,-0.11
52:21.1,0.13,0.13        ,0.21      ,-0.11
52:21.1,0.13,0.13        ,0.21      ,-0.11
52:21.1,0.13,0.13        ,0.21      ,-0.12
52:21.1,0.13,0.13        ,0.22      ,-0.12
52:21.1,0.13,0.13        ,0.22      ,-0.12
52:21.1,0.13,0.13        ,0.22      ,-0.12
52:21.1,0.13,0.13        ,0.22      ,-0.12
52:21.1,0.13,0.13        ,0.22      ,-0.12
52:21.1,0.13,0.13        ,0.22      ,-0.12
52:21.1,0.13,0.13        ,0.22      ,-0.12
52:21.2,0.13,0.13        ,0.22      ,-0.12
52:21.2,0.13,0.13        ,0.22      ,-0.12
52:21.2,0.13,0.13        ,0.22      ,-0.12
52:21.2,0.13,0.13        ,0.22      ,-0.12
52:21.2,0.13,0.13        ,0.22      ,-0.12
52:21.2,0.13,0.13        ,0.22      ,-0.12
52:21.2,0.13,0.13        ,0.22      ,-0.12
52:21.2,0.13,0.13        ,0.22      ,-0.12
52:21.2,0.13,0.13        ,0.22      ,-0.12
52:21.2,0.13,0.13        ,0.22      ,-0.12
52:21.2,0.13,0.13        ,0.22      ,-0.12
52:21.2,0.13,0.13        ,0.22      ,-0.12
52:21.3,0.13,0.13        ,0.22      ,-0.12
52:21.3,0.13,0.13        ,0.22      ,-0.12
52:21.3,0.13,0.13        ,0.22      ,-0.12
52:21.3,0.13,0.13        ,0.22      ,-0.12
52:21.3,0.13,0.13        ,0.22      ,-0.12
52:21.3,0.13,0.13        ,0.22      ,-0.13
52:21.3,0.13,0.13        ,0.22      ,-0.13
52:21.3,0.13,0.13        ,0.23      ,-0.13
52:21.3,0.13,0.13        ,0.23      ,-0.13
52:21.3,0.13,0.13        ,0.23      ,-0.13
52:21.3,0.13,0.13        ,0.23      ,-0.13
52:21.3,0.13,0.13        ,0.23      ,-0.13
52:21.3,0.13,0.13        ,0.23      ,-0.13
52:21.4,0.13,0.13        ,0.23      ,-0.13
52:21.4,0.13,0.13        ,0.23      ,-0.13
52:21.4,0.13,0.13        ,0.23      ,-0.13
52:21.4,0.13,0.13        ,0.23      ,-0.13
52:21.4,0.13,0.13        ,0.23      ,-0.13
52:21.4,0.13,0.13        ,0.23      ,-0.13
52:21.4,0.13,0.13        ,0.23      ,-0.13
52:21.4,0.13,0.13        ,0.23      ,-0.13
52:21.4,0.13,0.13        ,0.23      ,-0.13
52:21.4,0.13,0.13        ,0.23      ,-0.13
52:21.4,0.13,0.13        ,0.23      ,-0.13
52:21.4,0.13,0.13        ,0.23      ,-0.13
52:21.4,0.13,0.13        ,0.23      ,-0.13
52:21.5,0.13,0.13        ,0.23      ,-0.13
52:21.5,0.13,0.13        ,0.23      ,-0.13
52:21.5,0.13,0.13        ,0.23      ,-0.13
52:21.5,0.13,0.13        ,0.23      ,-0.13
52:21.5,0.13,0.13        ,0.23      ,-0.13
52:21.5,0.13,0.13        ,0.23      ,-0.14
52:21.5,0.13,0.13        ,0.24      ,-0.14
52:21.5,0.13,0.13        ,0.24      ,-0.14
52:21.5,0.13,0.13        ,0.24      ,-0.14
52:21.5,0.13,0.13        ,0.24      ,-0.14
52:21.5,0.13,0.13        ,0.24      ,-0.14
52:21.5,0.13,0.13        ,0.24      ,-0.14
52:21.5,0.13,0.13        ,0.24      ,-0.14
52:21.6,0.13,0.13        ,0.24      ,-0.14
52:21.6,0.13,0.13        ,0.24      ,-0.14
52:21.6,0.13,0.13        ,0.25      ,-0.14
52:21.6,0.13,0.13        ,0.25      ,-0.14
52:21.6,0.13,0.13        ,0.25      ,-0.14
52:21.6,0.13,0.13        ,0.25      ,-0.14
52:21.6,0.13,0.13        ,0.25      ,-0.14
52:21.6,0.13,0.13        ,0.25      ,-0.14
52:21.6,0.13,0.13        ,0.25      ,-0.14
52:21.6,0.13,0.13        ,0.25      ,-0.14
52:21.6,0.13,0.13        ,0.26      ,-0.14
52:21.6,0.13,0.13        ,0.26      ,-0.14
52:21.6,0.13,0.13        ,0.26      ,-0.14
52:21.7,0.13,0.13        ,0.26      ,-0.14
52:21.7,0.13,0.13        ,0.26      ,-0.14
52:21.7,0.13,0.13        ,0.26      ,-0.14
52:21.7,0.13,0.13        ,0.26      ,-0.14
52:21.7,0.13,0.13        ,0.26      ,-0.15
52:21.7,0.13,0.13        ,0.26      ,-0.15
52:21.7,0.13,0.13        ,0.26      ,-0.15
52:21.7,0.13,0.13        ,0.26      ,-0.15
52:21.7,0.13,0.13        ,0.27      ,-0.15
52:21.7,0.13,0.13        ,0.27      ,-0.15
52:21.7,0.13,0.13        ,0.27      ,-0.15
52:21.7,0.14,0.13        ,0.27      ,-0.15
52:21.8,0.13,0.13        ,0.27      ,-0.15
52:21.8,0.13,0.13        ,0.27      ,-0.15
52:21.8,0.13,0.13        ,0.27      ,-0.15
52:21.8,0.14,0.13        ,0.27      ,-0.15
52:21.8,0.13,0.13        ,0.27      ,-0.15
52:21.8,0.13,0.13        ,0.27      ,-0.15
52:21.8,0.13,0.13        ,0.27      ,-0.15
52:21.8,0.13,0.13        ,0.27      ,-0.15
52:21.8,0.13,0.13        ,0.27      ,-0.15
52:21.8,0.13,0.13        ,0.27      ,-0.15
52:21.8,0.14,0.13        ,0.27      ,-0.15
52:21.8,0.13,0.13        ,0.27      ,-0.15
52:21.8,0.14,0.13        ,0.28      ,-0.15
52:21.9,0.13,0.13        ,0.28      ,-0.15
52:21.9,0.13,0.13        ,0.28      ,-0.15
52:21.9,0.13,0.13        ,0.28      ,-0.15
52:21.9,0.13,0.13        ,0.28      ,-0.15
52:21.9,0.14,0.13        ,0.28      ,-0.16
52:21.9,0.13,0.13        ,0.28      ,-0.16
52:21.9,0.13,0.13        ,0.28      ,-0.16
52:21.9,0.13,0.13        ,0.28      ,-0.16
52:21.9,0.14,0.13        ,0.28      ,-0.16
52:21.9,0.13,0.13        ,0.28      ,-0.16
52:21.9,0.13,0.13        ,0.28      ,-0.16
52:21.9,0.13,0.13        ,0.28      ,-0.16
52:21.9,0.13,0.13        ,0.28      ,-0.16
52:22.0,0.13,0.13        ,0.28      ,-0.16
52:22.0,0.13,0.13        ,0.28      ,-0.16
52:22.0,0.13,0.13        ,0.28      ,-0.16
52:22.0,0.13,0.13        ,0.28      ,-0.16
52:22.0,0.13,0.13        ,0.28      ,-0.16
52:22.0,0.13,0.13        ,0.28      ,-0.16
52:22.0,0.13,0.13        ,0.28      ,-0.16
52:22.0,0.13,0.13        ,0.28      ,-0.16
52:22.0,0.13,0.13        ,0.28      ,-0.16
52:22.0,0.13,0.13        ,0.28      ,-0.16
52:22.0,0.13,0.13        ,0.28      ,-0.16
52:22.0,0.13,0.13        ,0.28      ,-0.16
52:22.0,0.13,0.13        ,0.28      ,-0.16
52:22.1,0.13,0.13        ,0.28      ,-0.16
52:22.1,0.13,0.13        ,0.28      ,-0.16
52:22.1,0.13,0.13        ,0.28      ,-0.16
52:22.1,0.13,0.13        ,0.28      ,-0.16
52:22.1,0.14,0.13        ,0.28      ,-0.17
52:22.1,0.13,0.13        ,0.28      ,-0.17
52:22.1,0.13,0.13        ,0.28      ,-0.17
52:22.1,0.13,0.13        ,0.28      ,-0.17
52:22.1,0.13,0.13        ,0.28      ,-0.17
52:22.1,0.13,0.13        ,0.28      ,-0.17
52:22.1,0.13,0.13        ,0.28      ,-0.17
52:22.1,0.13,0.13        ,0.28      ,-0.17
52:22.1,0.13,0.13        ,0.28      ,-0.17
52:22.2,0.13,0.13        ,0.28      ,-0.17
52:22.2,0.13,0.13        ,0.28      ,-0.17
52:22.2,0.13,0.13        ,0.28      ,-0.17
52:22.2,0.13,0.13        ,0.28      ,-0.17
52:22.2,0.13,0.13        ,0.28      ,-0.17
52:22.2,0.13,0.13        ,0.28      ,-0.17
52:22.2,0.13,0.13        ,0.28      ,-0.17
52:22.2,0.13,0.13        ,0.28      ,-0.17
52:22.2,0.13,0.13        ,0.28      ,-0.17
52:22.2,0.13,0.13        ,0.28      ,-0.17
52:22.2,0.13,0.13        ,0.28      ,-0.17
52:22.2,0.13,0.13        ,0.29      ,-0.17
52:22.3,0.13,0.13        ,0.29      ,-0.17
52:22.3,0.13,0.13        ,0.29      ,-0.17
52:22.3,0.13,0.13        ,0.29      ,-0.17
52:22.3,0.13,0.13        ,0.3       ,-0.17
52:22.3,0.13,0.13        ,0.3       ,-0.18
52:22.3,0.13,0.13        ,0.3       ,-0.18
52:22.3,0.13,0.13        ,0.3       ,-0.18
52:22.3,0.13,0.13        ,0.31      ,-0.18
52:22.3,0.13,0.13        ,0.31      ,-0.18
52:22.3,0.13,0.13        ,0.31      ,-0.18
52:22.3,0.13,0.13        ,0.31      ,-0.18
52:22.3,0.13,0.13        ,0.31      ,-0.18
